cohort_week,purchase_week,l0_category,customer_count,cohort_index
2022-05-30,2022-05-30,"Atta, Rice & Dal",130764,0
2022-04-04,2022-05-09,"Dry Fruits, Masala & Oil",39570,5
2022-03-28,2022-04-04,Pharma & Wellness,6390,1
2022-04-04,2022-05-23,Home & Office,25,7
2022-04-11,2022-06-13,"Chicken, Meat & Fish",698,9
2022-05-09,2022-05-23,Personal Care,28,2
2022-03-28,2022-04-04,Vegetables & Fruits,81921,1
2022-03-28,2022-06-27,Bakery & Biscuits,16088,13
2022-04-04,2022-06-20,"Atta, Rice & Dal",34222,11
2022-04-25,2022-04-25,Organic & Premium,5365,0
2022-05-16,2022-06-27,"Tea, Coffee & Health Drinks",1343,6
2022-05-30,2022-06-20,Personal Care,4398,3
2022-03-28,2022-06-13,Specials,5394,11
2022-04-11,2022-05-23,Sweet Tooth,23,6
2022-04-04,2022-04-18,"Dry Fruits, Masala & Oil",39661,2
2022-04-18,2022-06-06,Sauces & Spreads,3508,7
2022-05-30,2022-06-27,Sweet Tooth,2184,4
2022-04-04,2022-06-20,Specials,7212,11
2022-06-27,2022-06-27,Personal Care,10583,0
2022-05-02,2022-06-27,"Atta, Rice & Dal",4207,8
2022-04-25,2022-06-20,Bakery & Biscuits,5612,8
2022-05-23,2022-05-23,Paan Corner,17735,0
2022-05-09,2022-06-27,Paan Corner,335,7
2022-06-27,2022-06-27,Pharma & Wellness,2729,0
2022-04-18,2022-06-13,Dairy & Breakfast,15488,8
2022-05-09,2022-06-06,"Atta, Rice & Dal",5905,4
2022-04-18,2022-05-16,Cleaning Essentials,4423,4
2022-04-11,2022-06-13,Organic & Premium,2587,9
2022-06-27,2022-06-27,Vegetables & Fruits,18019,0
2022-05-16,2022-05-16,"Tea, Coffee & Health Drinks",30053,0
2022-05-30,2022-06-06,Home & Office,3351,1
2022-03-28,2022-06-27,Sauces & Spreads,9686,13
2022-04-04,2022-04-25,Baby Care,2946,3
2022-04-11,2022-04-25,"Chicken, Meat & Fish",758,2
2022-03-28,2022-05-23,"Tea, Coffee & Health Drinks",29,8
2022-05-09,2022-05-23,Pharma & Wellness,2,2
2022-05-30,2022-06-13,Paan Corner,705,2
2022-04-04,2022-05-30,"Dry Fruits, Masala & Oil",32384,8
2022-04-18,2022-06-06,Bakery & Biscuits,6844,7
2022-05-23,2022-05-30,Munchies,85,1
2022-05-30,2022-06-20,Pharma & Wellness,1140,3
2022-05-09,2022-06-13,Sweet Tooth,3094,5
2022-03-28,2022-04-04,Personal Care,26750,1
2022-04-25,2022-05-23,Specials,5,4
2022-04-25,2022-06-20,Sauces & Spreads,3041,8
2022-04-04,2022-06-20,Pet Care,817,11
2022-05-09,2022-05-23,Vegetables & Fruits,130,2
2022-04-11,2022-06-20,"Dry Fruits, Masala & Oil",16373,10
2022-03-28,2022-06-13,Pet Care,993,11
2022-05-30,2022-06-20,Vegetables & Fruits,11652,3
2022-05-16,2022-06-20,Sweet Tooth,2201,5
2022-06-20,2022-06-27,Sweet Tooth,3581,1
2022-05-16,2022-05-16,Specials,8258,0
2022-04-04,2022-06-13,"Tea, Coffee & Health Drinks",17167,10
2022-04-04,2022-06-27,Baby Care,1789,12
2022-05-09,2022-05-30,Sauces & Spreads,1824,3
2022-03-28,2022-05-09,Bakery & Biscuits,29207,6
2022-04-25,2022-06-27,"Chicken, Meat & Fish",272,9
2022-04-04,2022-04-04,Paan Corner,1542,0
2022-04-04,2022-05-02,Home & Office,14452,4
2022-04-04,2022-06-06,Pet Care,697,9
2022-03-28,2022-04-11,Pet Care,1049,2
2022-05-02,2022-05-09,"Atta, Rice & Dal",6813,1
2022-05-16,2022-06-06,Sweet Tooth,2780,3
2022-04-04,2022-04-04,"Tea, Coffee & Health Drinks",47637,0
2022-05-09,2022-06-06,"Dry Fruits, Masala & Oil",7065,4
2022-04-25,2022-05-16,"Chicken, Meat & Fish",400,3
2022-04-04,2022-05-16,Sweet Tooth,13297,6
2022-03-28,2022-05-09,Sauces & Spreads,16297,6
2022-05-16,2022-05-16,Pet Care,1505,0
2022-05-09,2022-05-30,Bakery & Biscuits,3669,3
2022-05-23,2022-06-27,"Atta, Rice & Dal",121,5
2022-05-30,2022-06-06,"Tea, Coffee & Health Drinks",5430,1
2022-04-04,2022-04-25,"Tea, Coffee & Health Drinks",22582,3
2022-04-04,2022-06-06,Specials,936,9
2022-03-28,2022-04-11,Specials,1,2
2022-05-23,2022-06-13,Instant & Frozen Food,90,3
2022-04-11,2022-05-09,Munchies,15293,4
2022-04-18,2022-05-30,"Atta, Rice & Dal",7611,6
2022-04-25,2022-05-16,Dairy & Breakfast,13632,3
2022-04-25,2022-06-13,Cleaning Essentials,3406,7
2022-04-04,2022-04-11,Pharma & Wellness,4851,1
2022-04-25,2022-06-20,Home & Office,3104,8
2022-05-30,2022-06-06,Baby Care,842,1
2022-05-02,2022-05-16,Organic & Premium,1286,2
2022-04-25,2022-05-16,Cold Drinks & Juices,6949,3
2022-04-25,2022-05-23,"Atta, Rice & Dal",35,4
2022-06-13,2022-06-20,"Atta, Rice & Dal",5270,1
2022-04-04,2022-04-11,Vegetables & Fruits,55377,1
2022-04-18,2022-06-20,Personal Care,6072,9
2022-06-06,2022-06-20,"Atta, Rice & Dal",6298,2
2022-04-11,2022-05-23,Pet Care,1,6
2022-04-18,2022-05-23,Cold Drinks & Juices,29,5
2022-03-28,2022-06-27,Home & Office,10491,13
2022-05-30,2022-06-06,Sauces & Spreads,3122,1
2022-05-16,2022-06-20,Specials,1025,5
2022-04-25,2022-06-06,Vegetables & Fruits,11542,6
2022-05-09,2022-06-13,Specials,665,5
2022-04-25,2022-05-23,Sweet Tooth,14,4
2022-05-30,2022-06-27,Pet Care,128,4
2022-05-16,2022-06-27,Personal Care,1572,6
2022-04-04,2022-05-23,Bakery & Biscuits,62,7
2022-03-28,2022-06-27,Paan Corner,1356,13
2022-04-04,2022-06-27,Instant & Frozen Food,13300,12
2022-04-25,2022-06-06,Pharma & Wellness,1124,6
2022-03-28,2022-04-04,Baby Care,4379,1
2022-05-16,2022-06-27,Pharma & Wellness,408,6
2022-05-09,2022-05-23,Instant & Frozen Food,17,2
2022-04-11,2022-04-25,Cleaning Essentials,8688,2
2022-05-30,2022-06-13,Dairy & Breakfast,15180,2
2022-04-25,2022-06-06,Personal Care,4923,6
2022-04-04,2022-04-11,Instant & Frozen Food,22615,1
2022-05-16,2022-06-27,Vegetables & Fruits,4321,6
2022-04-18,2022-06-06,Home & Office,3356,7
2022-04-25,2022-06-27,Cold Drinks & Juices,3857,9
2022-05-23,2022-06-27,"Tea, Coffee & Health Drinks",64,5
2022-06-20,2022-06-27,"Atta, Rice & Dal",5398,1
2022-06-20,2022-06-20,Baby Care,2919,0
2022-05-30,2022-06-06,Bakery & Biscuits,6309,1
2022-04-18,2022-06-20,Pharma & Wellness,1254,9
2022-05-09,2022-06-13,Pet Care,150,5
2022-05-30,2022-06-27,Specials,800,4
2022-04-04,2022-05-16,Instant & Frozen Food,18936,6
2022-04-04,2022-06-20,Sweet Tooth,13777,11
2022-06-13,2022-06-20,Instant & Frozen Food,4147,1
2022-04-04,2022-04-11,Personal Care,21096,1
2022-04-04,2022-05-23,Sauces & Spreads,15,7
2022-03-28,2022-06-13,Sweet Tooth,17489,11
2022-04-11,2022-05-23,Specials,9,6
2022-04-18,2022-06-20,Vegetables & Fruits,12741,9
2022-05-16,2022-06-20,Pet Care,121,5
2022-04-18,2022-05-02,"Tea, Coffee & Health Drinks",6840,2
2022-04-04,2022-04-18,"Atta, Rice & Dal",34054,2
2022-04-04,2022-05-09,Cleaning Essentials,20231,5
2022-05-02,2022-06-13,"Dry Fruits, Masala & Oil",7217,6
2022-03-28,2022-05-02,Specials,1370,5
2022-05-09,2022-05-09,"Chicken, Meat & Fish",1140,0
2022-04-04,2022-05-09,Paan Corner,1145,5
2022-05-02,2022-06-20,"Chicken, Meat & Fish",446,7
2022-05-09,2022-05-30,"Chicken, Meat & Fish",323,3
2022-05-23,2022-06-13,Home & Office,42,3
2022-05-23,2022-06-20,Cleaning Essentials,103,4
2022-05-16,2022-05-30,Cleaning Essentials,1811,2
2022-03-28,2022-05-02,Pet Care,1152,5
2022-04-11,2022-06-06,"Tea, Coffee & Health Drinks",8691,8
2022-05-30,2022-05-30,Baby Care,8258,0
2022-04-25,2022-06-06,Organic & Premium,1504,6
2022-05-02,2022-06-20,Cold Drinks & Juices,5293,7
2022-03-28,2022-05-23,Cleaning Essentials,39,8
2022-04-18,2022-06-27,Munchies,5428,10
2022-06-06,2022-06-27,Specials,829,3
2022-05-09,2022-05-30,Cold Drinks & Juices,4917,3
2022-05-02,2022-06-06,Dairy & Breakfast,12757,5
2022-03-28,2022-06-13,"Atta, Rice & Dal",36446,11
2022-04-04,2022-05-30,Specials,1,8
2022-04-18,2022-05-09,Instant & Frozen Food,7117,3
2022-06-06,2022-06-27,Cleaning Essentials,1889,3
2022-06-13,2022-06-27,Cleaning Essentials,1551,2
2022-03-28,2022-04-11,Dairy & Breakfast,81049,2
2022-05-02,2022-05-16,Pharma & Wellness,836,2
2022-04-04,2022-04-11,Organic & Premium,6641,1
2022-05-02,2022-06-13,Bakery & Biscuits,4751,6
2022-05-02,2022-05-16,Vegetables & Fruits,12452,2
2022-04-18,2022-04-18,Instant & Frozen Food,27160,0
2022-04-18,2022-04-25,Sauces & Spreads,3850,1
2022-04-04,2022-05-30,Pet Care,464,8
2022-04-11,2022-06-20,Dairy & Breakfast,22565,10
2022-05-16,2022-05-30,Sweet Tooth,2332,2
2022-06-06,2022-06-27,Pet Care,123,3
2022-04-11,2022-05-16,Home & Office,4140,5
2022-04-18,2022-06-20,Organic & Premium,2110,9
2022-05-23,2022-06-20,Munchies,168,4
2022-05-02,2022-05-16,Personal Care,3588,2
2022-06-20,2022-06-20,Cleaning Essentials,17328,0
2022-03-28,2022-06-20,Instant & Frozen Food,27429,12
2022-03-28,2022-05-09,Baby Care,4161,6
2022-06-06,2022-06-06,Baby Care,2344,0
2022-05-09,2022-06-27,Dairy & Breakfast,7096,7
2022-04-18,2022-04-25,Bakery & Biscuits,7768,1
2022-04-18,2022-05-30,Instant & Frozen Food,5020,6
2022-05-02,2022-06-13,Sauces & Spreads,2453,6
2022-05-09,2022-05-09,Cold Drinks & Juices,26187,0
2022-05-16,2022-06-27,Organic & Premium,554,6
2022-04-11,2022-05-23,"Atta, Rice & Dal",67,6
2022-04-18,2022-05-16,Organic & Premium,1607,4
2022-05-02,2022-06-20,Personal Care,4626,7
2022-05-16,2022-06-06,Cold Drinks & Juices,4928,3
2022-04-04,2022-04-04,Sauces & Spreads,31949,0
2022-04-18,2022-05-02,Instant & Frozen Food,7127,2
2022-04-11,2022-05-16,Dairy & Breakfast,23051,5
2022-04-11,2022-06-13,Cleaning Essentials,7298,9
2022-04-11,2022-06-20,Home & Office,5720,10
2022-05-16,2022-05-23,Bakery & Biscuits,20,1
2022-05-30,2022-06-27,"Atta, Rice & Dal",3833,4
2022-04-04,2022-06-27,Personal Care,12615,12
2022-04-11,2022-06-27,Paan Corner,559,11
2022-04-11,2022-06-06,Pharma & Wellness,1924,8
2022-05-09,2022-06-27,Home & Office,1401,7
2022-05-02,2022-06-20,Specials,1491,7
2022-06-27,2022-06-27,Sweet Tooth,7327,0
2022-05-09,2022-05-23,Sweet Tooth,11,2
2022-05-23,2022-06-27,Sweet Tooth,60,5
2022-04-25,2022-06-13,Specials,716,7
2022-06-13,2022-06-27,Pet Care,95,2
2022-04-11,2022-06-06,Vegetables & Fruits,19719,8
2022-04-04,2022-04-04,Bakery & Biscuits,57840,0
2022-04-04,2022-06-27,Vegetables & Fruits,28573,12
2022-05-02,2022-06-06,Home & Office,2655,5
2022-04-25,2022-04-25,Cleaning Essentials,19882,0
2022-04-04,2022-06-27,Pharma & Wellness,2428,12
2022-04-11,2022-06-06,Personal Care,9966,8
2022-04-25,2022-06-13,Pet Care,186,7
2022-04-18,2022-06-20,Sweet Tooth,4293,9
2022-06-13,2022-06-27,Specials,633,2
2022-04-11,2022-06-06,Instant & Frozen Food,9153,8
2022-03-28,2022-05-23,Specials,4,8
2022-04-11,2022-06-13,Sweet Tooth,6534,9
2022-05-16,2022-05-23,Sauces & Spreads,12,1
2022-05-02,2022-06-20,Vegetables & Fruits,10074,7
2022-05-02,2022-06-20,Pet Care,219,7
2022-05-23,2022-06-13,Paan Corner,11,3
2022-03-28,2022-04-11,Home & Office,18380,2
2022-05-30,2022-05-30,Munchies,134984,0
2022-05-02,2022-06-20,Pharma & Wellness,1021,7
2022-05-09,2022-05-09,Bakery & Biscuits,18098,0
2022-04-18,2022-06-27,Baby Care,545,10
2022-03-28,2022-05-30,Sauces & Spreads,13219,9
2022-04-18,2022-05-09,"Tea, Coffee & Health Drinks",6500,3
2022-05-02,2022-05-16,Specials,2,2
2022-05-23,2022-06-06,Bakery & Biscuits,96,2
2022-04-18,2022-04-18,Cleaning Essentials,23321,0
2022-05-02,2022-06-27,"Dry Fruits, Masala & Oil",4993,8
2022-04-18,2022-04-18,"Tea, Coffee & Health Drinks",21792,0
2022-04-18,2022-06-06,Pet Care,208,7
2022-04-18,2022-05-09,"Atta, Rice & Dal",9993,3
2022-04-11,2022-04-11,Pet Care,968,0
2022-05-02,2022-06-06,Sweet Tooth,3775,5
2022-03-28,2022-05-02,Personal Care,28382,5
2022-05-23,2022-06-13,Dairy & Breakfast,261,3
2022-04-18,2022-05-16,Sweet Tooth,4286,4
2022-05-16,2022-06-06,"Chicken, Meat & Fish",290,3
2022-03-28,2022-05-02,Vegetables & Fruits,71888,5
2022-03-28,2022-05-30,Bakery & Biscuits,23063,9
2022-05-09,2022-05-09,Sauces & Spreads,9563,0
2022-05-02,2022-05-16,Pet Care,122,2
2022-05-02,2022-05-16,"Dry Fruits, Masala & Oil",6685,2
2022-05-23,2022-06-06,Sauces & Spreads,46,2
2022-05-23,2022-06-20,Baby Care,19,4
2022-03-28,2022-05-02,Pharma & Wellness,5912,5
2022-03-28,2022-05-09,Munchies,40363,6
2022-04-25,2022-04-25,Paan Corner,1264,0
2022-04-11,2022-05-23,"Dry Fruits, Masala & Oil",75,6
2022-05-02,2022-05-30,"Atta, Rice & Dal",5903,4
2022-06-06,2022-06-06,Munchies,26035,0
2022-04-18,2022-05-30,"Tea, Coffee & Health Drinks",4484,6
2022-04-18,2022-06-06,Specials,207,7
2022-04-11,2022-04-11,Specials,1,0
2022-03-28,2022-06-20,"Tea, Coffee & Health Drinks",23664,12
2022-06-06,2022-06-06,Cold Drinks & Juices,27956,0
2022-04-18,2022-06-06,Dairy & Breakfast,15790,7
2022-05-09,2022-06-13,"Atta, Rice & Dal",5546,5
2022-05-09,2022-05-23,Cleaning Essentials,16,2
2022-04-04,2022-06-27,Munchies,17654,12
2022-04-11,2022-06-06,Organic & Premium,2770,8
2022-04-04,2022-06-13,Instant & Frozen Food,19040,10
2022-05-30,2022-06-13,Home & Office,2631,2
2022-04-25,2022-04-25,Cold Drinks & Juices,33769,0
2022-05-30,2022-06-20,Cleaning Essentials,3770,3
2022-04-18,2022-05-16,Vegetables & Fruits,14261,4
2022-04-18,2022-06-13,Bakery & Biscuits,6524,8
2022-06-27,2022-06-27,Cleaning Essentials,8524,0
2022-04-18,2022-05-16,Pharma & Wellness,1076,4
2022-05-02,2022-06-20,Organic & Premium,1610,7
2022-03-28,2022-04-25,"Atta, Rice & Dal",44207,4
2022-04-18,2022-05-16,Personal Care,5076,4
2022-04-18,2022-05-30,Pet Care,136,6
2022-04-25,2022-06-20,Dairy & Breakfast,12919,8
2022-05-02,2022-05-30,Sweet Tooth,3149,4
2022-04-04,2022-04-04,Instant & Frozen Food,51469,0
2022-04-25,2022-05-16,Home & Office,2309,3
2022-04-18,2022-06-13,Sauces & Spreads,3325,8
2022-04-04,2022-06-27,Organic & Premium,4453,12
2022-05-23,2022-06-13,"Tea, Coffee & Health Drinks",86,3
2022-03-28,2022-04-04,Cleaning Essentials,25245,1
2022-04-25,2022-06-13,Cold Drinks & Juices,6263,7
2022-04-11,2022-05-09,Baby Care,1545,4
2022-03-28,2022-06-27,Dairy & Breakfast,47432,13
2022-05-30,2022-06-06,Instant & Frozen Food,5831,1
2022-04-04,2022-04-25,Instant & Frozen Food,23918,3
2022-05-30,2022-06-06,Munchies,8888,1
2022-04-04,2022-06-27,"Tea, Coffee & Health Drinks",10606,12
2022-04-11,2022-04-18,Bakery & Biscuits,10780,1
2022-04-11,2022-05-02,Specials,704,3
2022-04-25,2022-06-13,"Chicken, Meat & Fish",421,7
2022-03-28,2022-04-04,Munchies,40869,1
2022-05-23,2022-06-27,Instant & Frozen Food,112,5
2022-06-06,2022-06-06,"Chicken, Meat & Fish",1333,0
2022-04-25,2022-06-20,"Dry Fruits, Masala & Oil",8943,8
2022-04-04,2022-04-11,"Tea, Coffee & Health Drinks",21096,1
2022-04-18,2022-05-09,Paan Corner,452,3
2022-05-16,2022-05-30,"Dry Fruits, Masala & Oil",4274,2
2022-05-09,2022-05-23,"Tea, Coffee & Health Drinks",17,2
2022-04-25,2022-04-25,"Chicken, Meat & Fish",1274,0
2022-03-28,2022-05-02,Organic & Premium,10742,5
2022-06-20,2022-06-20,Munchies,28622,0
2022-04-11,2022-04-18,Sauces & Spreads,5542,1
2022-04-04,2022-05-16,"Tea, Coffee & Health Drinks",18396,6
2022-06-13,2022-06-20,"Tea, Coffee & Health Drinks",3237,1
2022-04-04,2022-05-02,Dairy & Breakfast,61087,4
2022-04-25,2022-05-02,Sweet Tooth,4775,1
2022-04-04,2022-05-30,Cleaning Essentials,16627,8
2022-04-11,2022-05-02,Pet Care,337,3
2022-05-02,2022-05-30,Specials,1,4
2022-05-30,2022-06-06,Dairy & Breakfast,17300,1
2022-04-25,2022-06-13,Personal Care,4280,7
2022-04-04,2022-05-02,"Dry Fruits, Masala & Oil",43424,4
2022-04-18,2022-04-18,Baby Care,2659,0
2022-04-18,2022-06-13,Home & Office,3049,8
2022-05-16,2022-06-27,Munchies,2585,6
2022-04-18,2022-06-20,Cleaning Essentials,5251,9
2022-04-25,2022-05-16,Sauces & Spreads,2506,3
2022-04-11,2022-04-25,Vegetables & Fruits,24218,2
2022-04-11,2022-06-27,"Chicken, Meat & Fish",426,11
2022-06-20,2022-06-20,Organic & Premium,6190,0
2022-05-30,2022-06-13,Bakery & Biscuits,5728,2
2022-05-16,2022-06-27,Cleaning Essentials,1277,6
2022-04-11,2022-04-25,Pharma & Wellness,2129,2
2022-05-16,2022-06-13,"Tea, Coffee & Health Drinks",2624,4
2022-04-11,2022-04-25,Personal Care,9350,2
2022-03-28,2022-05-23,Organic & Premium,14,8
2022-04-25,2022-06-06,Cleaning Essentials,3835,6
2022-04-04,2022-05-16,"Atta, Rice & Dal",28456,6
2022-04-11,2022-04-11,"Chicken, Meat & Fish",1978,0
2022-05-30,2022-06-20,Munchies,6954,3
2022-06-06,2022-06-27,Organic & Premium,921,3
2022-04-18,2022-05-30,Sweet Tooth,3951,6
2022-04-04,2022-05-23,Dairy & Breakfast,175,7
2022-05-02,2022-05-30,Pet Care,114,4
2022-05-30,2022-06-13,Sauces & Spreads,2850,2
2022-06-13,2022-06-27,Organic & Premium,770,2
2022-04-11,2022-05-16,"Chicken, Meat & Fish",633,5
2022-04-25,2022-06-13,Vegetables & Fruits,10962,7
2022-04-25,2022-05-16,Bakery & Biscuits,5148,3
2022-03-28,2022-06-06,"Dry Fruits, Masala & Oil",45303,10
2022-04-25,2022-06-13,Pharma & Wellness,930,7
2022-04-04,2022-04-11,Cleaning Essentials,19325,1
2022-04-25,2022-05-09,Baby Care,756,2
2022-05-16,2022-06-27,Instant & Frozen Food,1857,6
2022-04-11,2022-04-11,Cold Drinks & Juices,47181,0
2022-05-23,2022-05-30,"Dry Fruits, Masala & Oil",100,1
2022-04-11,2022-04-18,Home & Office,6011,1
2022-05-02,2022-05-23,Cold Drinks & Juices,28,3
2022-05-16,2022-05-30,Organic & Premium,825,2
2022-04-11,2022-05-16,Cold Drinks & Juices,11771,5
2022-05-23,2022-06-20,Organic & Premium,34,4
2022-04-25,2022-05-02,Specials,210,1
2022-04-11,2022-04-18,Paan Corner,736,1
2022-05-09,2022-05-30,Dairy & Breakfast,9752,3
2022-05-16,2022-05-16,Instant & Frozen Food,48631,0
2022-05-02,2022-05-09,Paan Corner,502,1
2022-04-04,2022-04-25,Munchies,33283,3
2022-04-11,2022-06-27,Cold Drinks & Juices,6779,11
2022-04-04,2022-05-09,Organic & Premium,7164,5
2022-05-23,2022-05-30,Baby Care,6,1
2022-04-25,2022-05-02,Pet Care,206,1
2022-03-28,2022-05-09,Dairy & Breakfast,77256,6
2022-03-28,2022-05-23,Instant & Frozen Food,35,8
2022-04-11,2022-05-02,Sweet Tooth,7631,3
2022-05-09,2022-06-27,Bakery & Biscuits,2587,7
2022-05-23,2022-05-30,"Atta, Rice & Dal",75,1
2022-03-28,2022-05-09,"Chicken, Meat & Fish",2618,6
2022-03-28,2022-04-11,Sauces & Spreads,17212,2
2022-06-20,2022-06-20,Vegetables & Fruits,39817,0
2022-03-28,2022-05-23,Personal Care,42,8
2022-04-11,2022-04-25,Organic & Premium,2941,2
2022-04-18,2022-06-13,"Dry Fruits, Masala & Oil",10140,8
2022-05-16,2022-06-20,"Atta, Rice & Dal",4064,5
2022-05-16,2022-05-23,Home & Office,9,1
2022-06-20,2022-06-20,Pharma & Wellness,5489,0
2022-05-23,2022-06-06,Baby Care,9,2
2022-06-06,2022-06-27,Personal Care,2378,3
2022-04-18,2022-04-25,Dairy & Breakfast,19795,1
2022-04-18,2022-06-27,"Atta, Rice & Dal",5637,10
2022-03-28,2022-04-18,"Chicken, Meat & Fish",2850,3
2022-06-13,2022-06-27,Personal Care,1916,2
2022-06-06,2022-06-20,Munchies,6732,2
2022-04-25,2022-06-27,Paan Corner,397,9
2022-04-11,2022-06-20,Bakery & Biscuits,10478,10
2022-05-02,2022-05-02,"Tea, Coffee & Health Drinks",18817,0
2022-03-28,2022-05-23,Sweet Tooth,33,8
2022-05-02,2022-06-06,Sauces & Spreads,2690,5
2022-04-11,2022-06-13,Specials,1554,9
2022-05-30,2022-06-27,"Chicken, Meat & Fish",368,4
2022-06-27,2022-06-27,Pet Care,400,0
2022-05-23,2022-06-27,Pet Care,3,5
2022-05-09,2022-05-23,Pet Care,1,2
2022-04-18,2022-06-20,Specials,1974,9
2022-06-06,2022-06-13,"Tea, Coffee & Health Drinks",4470,1
2022-06-13,2022-06-27,Sweet Tooth,1829,2
2022-06-13,2022-06-27,Vegetables & Fruits,5804,2
2022-04-25,2022-06-13,Organic & Premium,1345,7
2022-03-28,2022-04-11,Bakery & Biscuits,30548,2
2022-04-25,2022-06-06,"Tea, Coffee & Health Drinks",4451,6
2022-05-23,2022-06-06,Cold Drinks & Juices,137,2
2022-04-18,2022-04-25,Baby Care,815,1
2022-05-09,2022-06-27,Sauces & Spreads,1367,7
2022-06-13,2022-06-27,Pharma & Wellness,536,2
2022-05-02,2022-06-13,Dairy & Breakfast,12146,6
2022-05-02,2022-05-16,Cleaning Essentials,2898,2
2022-03-28,2022-06-06,"Atta, Rice & Dal",38786,10
2022-05-09,2022-05-23,Specials,7,2
2022-04-11,2022-06-20,Sauces & Spreads,5535,10
2022-04-25,2022-06-13,Sweet Tooth,3547,7
2022-06-20,2022-06-20,Personal Care,21799,0
2022-03-28,2022-05-23,Vegetables & Fruits,236,8
2022-05-23,2022-06-27,Specials,18,5
2022-04-18,2022-04-25,"Dry Fruits, Masala & Oil",11427,1
2022-04-18,2022-06-20,Pet Care,230,9
2022-04-11,2022-06-13,Pet Care,329,9
2022-05-02,2022-06-20,Sweet Tooth,3307,7
2022-06-06,2022-06-27,Pharma & Wellness,627,3
2022-03-28,2022-05-30,"Chicken, Meat & Fish",2044,9
2022-06-27,2022-06-27,Specials,1246,0
2022-06-13,2022-06-13,Paan Corner,1371,0
2022-04-04,2022-04-04,Home & Office,34298,0
2022-03-28,2022-05-23,Pharma & Wellness,7,8
2022-06-06,2022-06-27,Vegetables & Fruits,6892,3
2022-04-18,2022-06-20,"Chicken, Meat & Fish",500,9
2022-05-02,2022-06-06,Bakery & Biscuits,5032,5
2022-04-04,2022-04-18,Munchies,32706,2
2022-05-23,2022-06-20,Vegetables & Fruits,250,4
2022-05-16,2022-05-30,Vegetables & Fruits,7059,2
2022-05-02,2022-06-27,Baby Care,374,8
2022-06-06,2022-06-27,Instant & Frozen Food,2924,3
2022-05-23,2022-06-06,"Chicken, Meat & Fish",6,2
2022-05-23,2022-06-20,Pharma & Wellness,30,4
2022-04-18,2022-05-16,Specials,12,4
2022-05-16,2022-05-30,Pharma & Wellness,541,2
2022-04-18,2022-06-06,Sweet Tooth,4944,7
2022-05-02,2022-05-09,Instant & Frozen Food,5760,1
2022-04-04,2022-05-09,Personal Care,21039,5
2022-04-11,2022-04-11,Sweet Tooth,24305,0
2022-05-23,2022-06-06,Home & Office,46,2
2022-05-02,2022-06-06,Pet Care,159,5
2022-04-11,2022-05-02,"Atta, Rice & Dal",15604,3
2022-03-28,2022-05-30,Cold Drinks & Juices,28588,9
2022-05-09,2022-05-09,Home & Office,9370,0
2022-04-18,2022-06-20,Cold Drinks & Juices,6890,9
2022-04-04,2022-05-09,Vegetables & Fruits,55093,5
2022-03-28,2022-05-09,Cold Drinks & Juices,38880,6
2022-04-18,2022-05-16,Pet Care,169,4
2022-05-02,2022-05-16,Sweet Tooth,3532,2
2022-05-02,2022-05-30,Instant & Frozen Food,3943,4
2022-04-04,2022-05-09,Pharma & Wellness,4075,5
2022-06-13,2022-06-20,Baby Care,573,1
2022-05-09,2022-06-20,Instant & Frozen Food,3974,6
2022-03-28,2022-04-18,Cold Drinks & Juices,44179,3
2022-05-23,2022-06-20,Personal Care,123,4
2022-05-09,2022-05-09,Munchies,25594,0
2022-04-11,2022-04-25,Paan Corner,675,2
2022-05-16,2022-05-30,Personal Care,2366,2
2022-05-30,2022-06-27,Cold Drinks & Juices,3811,4
2022-05-02,2022-06-06,Specials,161,5
2022-03-28,2022-05-30,Home & Office,13896,9
2022-06-20,2022-06-20,Instant & Frozen Food,22685,0
2022-03-28,2022-05-16,"Tea, Coffee & Health Drinks",23579,7
2022-06-06,2022-06-27,Bakery & Biscuits,2874,3
2022-05-02,2022-06-06,Vegetables & Fruits,11407,5
2022-04-04,2022-06-27,Home & Office,7903,12
2022-05-30,2022-05-30,"Tea, Coffee & Health Drinks",51034,0
2022-05-02,2022-06-06,Pharma & Wellness,1073,5
2022-03-28,2022-05-23,Bakery & Biscuits,35,8
2022-05-09,2022-06-27,Personal Care,2255,7
2022-03-28,2022-05-23,Munchies,88,8
2022-05-02,2022-06-13,Cleaning Essentials,2986,6
2022-03-28,2022-04-11,Pharma & Wellness,6370,2
2022-03-28,2022-04-11,"Tea, Coffee & Health Drinks",27981,2
2022-05-02,2022-06-20,Home & Office,2890,7
2022-05-02,2022-06-20,"Dry Fruits, Masala & Oil",8210,7
2022-05-02,2022-05-16,Dairy & Breakfast,13656,2
2022-06-13,2022-06-27,Munchies,3414,2
2022-06-20,2022-06-20,Sauces & Spreads,12034,0
2022-03-28,2022-04-11,Vegetables & Fruits,74913,2
2022-05-30,2022-05-30,Specials,9929,0
2022-04-11,2022-06-20,Personal Care,9503,10
2022-05-16,2022-05-23,"Tea, Coffee & Health Drinks",13,1
2022-05-02,2022-05-23,"Atta, Rice & Dal",40,3
2022-06-06,2022-06-20,Sweet Tooth,3615,2
2022-06-13,2022-06-27,Bakery & Biscuits,2444,2
2022-05-09,2022-05-30,"Dry Fruits, Masala & Oil",5760,3
2022-04-25,2022-05-16,Organic & Premium,1328,3
2022-04-11,2022-06-20,Pharma & Wellness,1845,10
